id,host_id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,name_tokens,description_tokens,neighborhood_overview_tokens
995404451999131557,509080216,Downtown Core,Central Region,1.3007,103.85593,1,3,1.0,1,1,"[""Body soap"", ""Baby monitor"", ""Shampoo"", ""Bed linens"", ""Board games"", ""Heating"", ""Building staff"", ""Coffee"", ""Coffee maker: Nespresso"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Patio or balcony"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Freezer"", ""Cleaning products"", ""Outlet covers"", ""Shower gel"", ""Conditioner"", ""Dining table"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""High chair"", ""Children\u2019s books and toys"", ""Essentials"", ""Refrigerator"", ""Window guards"", ""Hair dryer"", ""Exterior security cameras on property"", ""Children\u2019s dinnerware"", ""Wifi"", ""Bathtub"", ""Baby bath"", ""City skyline view"", ""Bidet"", ""Table corner guards"", ""Dryer"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",238.0,6,365,6,6,365,365,6.0,365.0,14,14,0,2023-11-12,2024-08-06,4.93,4.86,4.93,4.86,4.86,4.79,4.79,1,1.31,bugis street one bedroom,live shophouse style twobedroom space private access igworthy places singapore,set eclectic civic cultural district property 23 min walk bugis mrt station art lane lane back building recommended walking trail bugis street colour spiral staircases picture moment anytime
995408988536684785,509080216,Rochor,Central Region,1.30065,103.85571,1,3,1.0,1,1,"[""Body soap"", ""Baby monitor"", ""Shampoo"", ""Bed linens"", ""Board games"", ""Building staff"", ""Coffee"", ""Coffee maker: Nespresso"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Patio or balcony"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Freezer"", ""Cleaning products"", ""Outlet covers"", ""Shower gel"", ""Conditioner"", ""Dining table"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""High chair"", ""Children\u2019s books and toys"", ""Essentials"", ""Refrigerator"", ""Window guards"", ""Hair dryer"", ""Exterior security cameras on property"", ""Children\u2019s dinnerware"", ""Wifi"", ""Bathtub"", ""Baby bath"", ""City skyline view"", ""Bidet"", ""Table corner guards"", ""Dryer"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",238.0,6,365,6,6,365,365,6.0,365.0,16,16,0,2023-11-04,2024-08-21,4.81,4.69,4.88,4.75,4.75,4.88,4.63,1,1.46,bugis street one bedroom,let sunlight city sights welcome home sunny side onebedroom apartment features bright cosy living area fullyequipped kitchenette separate bedroom ensuite private sanctuary,set eclectic civic cultural district property 23 min walk bugis mrt station art lane lane back building recommended walking trail bugis street colour spiral staircases picture moment anytime
996212506657357548,535899829,Kallang,Central Region,1.3131906,103.8596966,3,2,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Building staff"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Cleaning available during stay"", ""Shower gel"", ""Long term stays allowed"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Exterior security cameras on property"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Bidet"", ""Elevator"", ""Paid street parking off premises""]",148.0,1,60,1,1,60,60,1.0,60.0,203,203,3,2023-10-10,2024-09-20,4.01,3.99,3.87,4.46,4.41,4.39,3.92,1,17.25,deluxe queen room cbd,newly renovated hotel room location near heart singapore br br linens fresh clean rooms sanitized every checkout br br dont miss renovation discount pricebr br public transportation available near us well many cafeshawkersrestaurant nearby br br importantbr hotel renovation status common arealobby still renovation br potential noise renovation may heard,surrounded many hawker centres cafes around definitely good location stay foodie
997409009328273841,518110820,Bedok,East Region,1.3090703586702044,103.92920784746244,3,1,1.0,1,1,"[""Dedicated workspace"", ""Pool"", ""Air conditioning"", ""Washer"", ""Kitchen"", ""Wifi""]",80.0,92,365,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,spacious room near east coast pk,◆◆ spacious deluxe bedroom shared bath available ◆◆br br ◆ coliving concept owner stay inbr ◆ 1st novbr ◆ shared bathroombr ◆ sunlit breezybr ◆ thoughtfully furnished inclusive super single bed working desk wardrobe air conditioningbr ◆ spaciousbr ◆ kitchen utilities provided washer dryer fridge stove microwavebr ◆ wellequipped kitchen spacebr ◆ common area comfort dining table sofa providedbr ◆ complimentary wifi weekly housekeeping common area,
997869767725636896,109333133,River Valley,Central Region,1.2968018261491252,103.84003869778682,3,3,1.0,1,1,"[""TV"", ""Dedicated workspace"", ""Hangers"", ""Clothing storage"", ""Long term stays allowed"", ""Hot water kettle"", ""Building staff"", ""Elevator"", ""Mini fridge"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Luggage dropoff allowed"", ""Essentials"", ""Microwave"", ""Hair dryer"", ""Iron"", ""Wifi""]",147.0,2,365,2,2,1125,1125,2.0,1125.0,8,8,0,2023-12-30,2024-08-02,4.88,4.88,4.88,5.0,5.0,4.75,4.88,1,0.88,new easy access room suite somersetorchard area,room located central prime location provides easy access central business districts iconic shopping belt orchard road offers exciting blend entertainment retail dining experiences,
997869777325712841,109333133,River Valley,Central Region,1.2963428849216208,103.84016709717108,3,3,1.0,1,1,"[""TV"", ""Dedicated workspace"", ""Hangers"", ""Long term stays allowed"", ""Hot water kettle"", ""Building staff"", ""Elevator"", ""Mini fridge"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Luggage dropoff allowed"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Wifi""]",147.0,2,365,2,2,1125,1125,2.0,1125.0,12,12,3,2024-04-26,2024-09-09,4.92,4.92,5.0,4.83,4.92,4.58,4.67,1,2.34,new easy access cozy room suite citysomersetarea,room located central prime location provides easy access central business districts iconic shopping belt orchard road offers exciting blend entertainment retail dining experiences,
997876470544385472,46685310,River Valley,Central Region,1.296602432532043,103.83959427404449,1,3,1.0,1,1,"[""TV"", ""Dedicated workspace"", ""Self check-in"", ""Air conditioning"", ""Building staff"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Wifi""]",185.0,2,365,2,2,1125,1125,2.0,1125.0,2,2,0,2024-05-22,2024-07-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.47,new city central compact studio aptsomerset area,studio apartment located central prime location provides easy access central business districts iconic shopping belt orchard road offers exciting blend entertainment retail dining experiences,
998217592295049007,181666720,Downtown Core,Central Region,1.2806138,103.8528076,3,2,1.0,1,1,"[""Body soap"", ""Climbing wall"", ""Ping pong table"", ""Hot tub"", ""Shampoo"", ""Bed linens"", ""Exercise equipment"", ""Gym"", ""Board games"", ""Rice maker"", ""Blender"", ""Private entrance"", ""Coffee"", ""Paid parking on premises"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""Oven"", ""Toaster"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Backyard"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Freezer"", ""Cleaning products"", ""Sauna"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Shower gel"", ""Conditioner"", ""Children's playroom"", ""Dining table"", ""BBQ grill"", ""Pool"", ""Pets allowed"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Pool table"", ""High chair"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Babysitter recommendations"", ""Sun loungers"", ""Portable fans"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Coffee maker: Nespresso, pour-over coffee"", ""Baby bath"", ""City skyline view"", ""Bidet"", ""Elevator"", ""Dryer"", ""Waterfront"", ""Washer"", ""Bikes"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",290.0,92,730,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,aurealis serviced residence 1bedroom suite,bright 614 sqft suite stylishly decorated modern amenities contemporary furniture large windows bright airy kitchen fullyequipped mattress sealy posturepedic giving high quality sleep airconditioning coil individually controlled large windows opened natural ventilation min 3 months stay,centrally located marina bay raffles place right next marina bay financial centre one raffles quay asia squarebr br fronts breathtaking marina bay 5 minutes ’ walk 247 local food court lau pa sat marina bay sands resort esplanade gardens bay major banks museumsbr br integrated large shopping mall basement supermarket restaurants bakeries pharmacy hair salons salad bars fruit juice stationsbr br integrated 2 mrt train stations – downtown mrt raffles place mrt stations connected residence via airconditioned basement
998239661830045669,535251741,Bishan,Central Region,1.34719,103.85116,3,2,1.0,1,1,"[""Body soap"", ""Shampoo"", ""Bed linens"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Piano"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel"", ""Conditioner"", ""Pets allowed"", ""Cooking basics"", ""Books and reading material"", ""Air conditioning"", ""Hot water"", ""Self check-in"", ""Essentials"", ""Portable fans"", ""Lockbox"", ""Hair dryer"", ""Wifi"", ""Ceiling fan"", ""Clothing storage: closet"", ""City skyline view"", ""Washer"", ""Kitchen"", ""Iron""]",44.0,182,1125,182,182,1125,1125,182.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,central room dedicated bathroom females,cozy place space wind generate new thoughts romance peaceful safe space,
998957834404015555,300765938,Queenstown,Central Region,1.28015,103.78593,1,6,2.0,3,5,"[""BBQ grill"", ""Pool"", ""Air conditioning"", ""Washer"", ""Kitchen"", ""Wifi""]",400.0,90,365,90,90,365,365,90.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,heavenly jungle harbour view gardens 3bhk,welcome inviting residence combines comfort convenience offering ideal retreat stay two bathrooms disposal youll experience added convenience privacy staythroughout residence youll find harmonious blend functionality style whether youre traveling group enjoying solo retreat accommodation tailored meet needs ensuring homely enjoyable stay,
999056201071274306,29574073,Hougang,North-East Region,1.3612408551358937,103.8872890546918,1,4,2.0,2,3,"[""TV"", ""Dedicated workspace"", ""BBQ grill"", ""Pool"", ""Air conditioning"", ""Washer"", ""Kitchen"", ""Wifi""]",300.0,92,365,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,lux comfortable condo near mrt,take easy unique tranquil getaway,
999267391650808320,61619807,River Valley,Central Region,1.29441,103.83947,1,5,1.0,1,2,"[""Building staff"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Microwave"", ""Hot water kettle"", ""Long term stays allowed"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Hair dryer"", ""Wifi"", ""Bidet"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",208.0,2,365,2,2,365,365,2.0,365.0,5,5,1,2023-10-29,2024-08-29,4.6,4.4,4.6,5.0,4.6,4.8,4.2,1,0.45,new deluxe studio aptwifi somerset orchard area,family close everything stay centrallylocated place,
999267804611326098,10248444,River Valley,Central Region,1.29595,103.83791,1,6,1.0,1,2,"[""Building staff"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Microwave"", ""Hot water kettle"", ""Dining table"", ""Long term stays allowed"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Bidet"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",306.0,2,365,2,2,1125,1125,2.0,1125.0,19,19,2,2024-02-17,2024-09-12,4.47,4.42,4.53,4.58,4.84,4.58,4.32,1,2.56,new central deluxe 2qb studiosomersetorchardarea,studio apartment located central prime location provides easy access central business districts iconic shopping belt orchard road offers exciting blend entertainment retail dining experiences,
999758275789912599,181666720,Downtown Core,Central Region,1.2806138,103.8528076,3,4,2.0,2,2,"[""Body soap"", ""Climbing wall"", ""Ping pong table"", ""Hot tub"", ""Shampoo"", ""Bed linens"", ""Exercise equipment"", ""Gym"", ""Board games"", ""Rice maker"", ""Blender"", ""Private entrance"", ""Coffee"", ""Paid parking on premises"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""Oven"", ""Toaster"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Backyard"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Freezer"", ""Cleaning products"", ""Sauna"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Shower gel"", ""Conditioner"", ""Children's playroom"", ""Dining table"", ""BBQ grill"", ""Pool"", ""Pets allowed"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Pool table"", ""High chair"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Babysitter recommendations"", ""Sun loungers"", ""Portable fans"", ""Hair dryer"", ""Wifi"", ""Sea view"", ""Bathtub"", ""Coffee maker: Nespresso, pour-over coffee"", ""Baby bath"", ""Bidet"", ""Elevator"", ""Dryer"", ""Waterfront"", ""Washer"", ""Bikes"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",400.0,92,730,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,aurealis serviced residence 2bedroom seaview,beautiful 860 sqft suite comes large bay windows enjoy morning sun panoramic view sea marina bay gardens bay southern islands singapore kitchen fullyequipped mattress sealy posturepedic giving high quality sleep airconditioning coil individually controlled large windows opened natural ventilation min 3 months stay,centrally located marina bay raffles place right next marina bay financial centre one raffles quay asia squarebr br fronts breathtaking marina bay 5 minutes ’ walk 247 local food court lau pa sat marina bay sands resort esplanade gardens bay major banks museumsbr br integrated large shopping mall basement supermarket restaurants bakeries pharmacy hair salons salad bars fruit juice stationsbr br integrated 2 mrt train stations – downtown mrt raffles place mrt stations connected residence via airconditioned basement
1000378112461970771,11135246,Ang Mo Kio,North-East Region,1.3913075,103.850404,3,1,1.0,1,1,"[""Body soap"", ""Shared pool"", ""Shampoo"", ""Bed linens"", ""Rice maker"", ""Wine glasses"", ""TV"", ""Toaster"", ""Hangers"", ""Dishes and silverware"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Freezer"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hot water kettle"", ""Host greets you"", ""Shower gel"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Free washer \u2013 In unit"", ""Stove"", ""Shared patio or balcony"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Free dryer \u2013 In unit"", ""Bidet"", ""Elevator"", ""Kitchen"", ""Trash compactor"", ""Iron""]",94.0,7,365,7,7,365,365,7.0,365.0,9,9,2,2023-12-10,2024-09-22,4.78,4.67,4.89,4.67,4.89,4.11,4.67,2,0.92,high ceiling cosy fully furnished condo wifi,host professional living 2br apartment enjoy hosting prefer short long term guest ’ clean tidybr br compact air conditioned room one person onlybr clean bright high ceiling br built wardrobe br near red line amk mrt yck mrtbr near seletar airport br br additional guest drop inquiry subject availabilitybr security reasons actual address disclosed prior booking confirmation,🏢shopping malls br amk hub jubilee square broadway plaza djitsun mall quick drive condo br amk hub largest 4 malls cineplex supermarkets various food fashion outlets shopping malls sengkang seletar mall also relatively close – around 8 minutes carbr br 🍔🍻eateries br 📌711 restaurants condo br br hawker centresbr 📌ang mo kio 628 market food centre opposite yio chu kang cc 52 cooked food stalls 166 market stalls serve nearby residents br br 📌the popular kebun baru food centre also nearby – housing around 30 stalls favourites seletar sheng mian hong heng beef noodle claypot chicken ricebr br 📌6 mins supermarket br br nearby amenities br 400m nearest bus stopbr walking distance 3 parks outdoor exercise running trackbr 3 clinics within 1km br 4 mins post office br 7 mins
1001704940131218226,121666882,Downtown Core,Central Region,1.28026,103.8525,3,1,1.0,1,1,"[""TV"", ""Lock on bedroom door"", ""Outdoor shower"", ""Pool"", ""Exercise equipment"", ""Air conditioning"", ""Washer"", ""Kitchen"", ""Wifi""]",64.0,92,365,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,convenient cosy city apartment room,extreme convenience location located singapore central business district 3 mrt train stations within walking distance br br direct access via underground walkway network mall br major shopping malls within 12 train stops br directly opposite marina bay water frontbr premium condominium facilities overlooking pool,located singapore central business districtbr directly opposite marina bay waterfrontbr next marina bay financial hubbr near cultural centres victoria concert hall esplanade theatres
1001808164427189759,121666882,Novena,Central Region,1.32146,103.83527,1,3,1.0,2,2,"[""TV"", ""Ceiling fan"", ""Refrigerator"", ""Dishes and silverware"", ""Bed linens"", ""Clothing storage: closet"", ""Room-darkening shades"", ""Bidet"", ""Air conditioning"", ""Hot water"", ""Freezer"", ""Washer"", ""Kitchen"", ""Hot water kettle"", ""Wifi""]",112.0,92,365,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,quiet studio apartment near city,keep simple peaceful centrallylocated place quiet neighbourhood amenities within walking distance br br 1520 minute walk nearby train station main shopping business distractions within 4 stopsbr supermarket shopping malls within 15 minute walkbr bus routes available,peaceful quiet neighbourhood nearby essential amenities open spaces leisure activities convenient transport options
1003804545207627519,25375339,Geylang,Central Region,1.3124389,103.8790786,3,1,1.0,1,1,"[""Bed linens"", ""Exercise equipment"", ""Gym"", ""Paid parking on premises"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Host greets you"", ""Long term stays allowed"", ""Pool"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Lock on bedroom door"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen""]",48.0,92,365,92,92,365,365,92.0,365.0,1,1,0,2023-12-11,2023-12-11,1.0,1.0,1.0,3.0,4.0,5.0,2.0,2,0.1,masteroom central imperial,keep simple peaceful centrallylocated place,plenty eateries nearby supermarket right across road
1003923515839548471,124516401,Orchard,Central Region,1.3011855093912377,103.84121087249146,1,2,1.0,0,1,"[""Shampoo"", ""Bed linens"", ""Exercise equipment"", ""Gym"", ""Rice maker"", ""Private entrance"", ""Building staff"", ""Coffee"", ""Laundromat nearby"", ""Wine glasses"", ""Paid parking on premises"", ""TV"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Cleaning products"", ""Sauna"", ""Microwave"", ""Hot water kettle"", ""Shower gel"", ""Conditioner"", ""BBQ grill"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""High chair"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Exterior security cameras on property"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Bidet"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",705.0,1,365,1,1,365,365,1.0,365.0,2,2,0,2024-06-07,2024-07-15,4.5,4.5,4.0,5.0,5.0,4.5,4.5,1,0.54,studio suite around orchard road,conveniently located singapore ’ bustling orchard road named orchard point serviced apartmentsbr br apartment size 44 sqm 470 sq ftbr sauna roomgympoolbr 1 dining areabr 1 queen sized bedbr max 2 staybr 1 bathroom ecofriendly amenitiesbr washer dryer group enjoy easy access everything centrally located place,located along orchard road main shopping streetbr 5 mins walk somerset mrt stationbr 2 mins walk various shopping centres og orchard central orchard gateway 313 somerset plaza singapura cineleisure ngee ann city paragon ion orchard wisma atrium ion orchard etcbr 5 mins walk supermarketbr 5 mins walk popular killiney food street
1004652336577626435,124516401,Orchard,Central Region,1.3014429350465355,103.84076026137696,1,2,1.0,1,1,"[""Body soap"", ""Shampoo"", ""Bed linens"", ""Gym"", ""Rice maker"", ""Private entrance"", ""Coffee"", ""Laundromat nearby"", ""Wine glasses"", ""Paid parking on premises"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Toaster"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Sauna"", ""Microwave"", ""Hot water kettle"", ""Shower gel"", ""Conditioner"", ""BBQ grill"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""High chair"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Exterior security cameras on property"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Bidet"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",810.0,1,365,1,1,365,365,1.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1 executive suite around orchard,conveniently located singapore ’ bustling orchard road named orchard point serviced apartmentsbr br apartment size 50 sqm 540 sq ftbr sauna roomgympoolbr 1 living 1 dining areabr 1 queen sized bedbr max 2 staybr 1 bathroom ecofriendly amenitiesbr washer dryer,located along orchard road main shopping streetbr 5 mins walk somerset mrt stationbr 2 mins walk various shopping centres og orchard central orchard gateway 313 somerset plaza singapura cineleisure ngee ann city paragon ion orchard wisma atrium ion orchard etcbr 5 mins walk supermarketbr 5 mins walk popular killiney food street
1004793478536324006,138649185,Newton,Central Region,1.30961,103.83787,1,2,1.0,1,1,"[""Bed linens"", ""Paid parking on premises"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Smoke alarm"", ""Cleaning available during stay"", ""BBQ grill"", ""Long term stays allowed"", ""Pool"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Exterior security cameras on property"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",279.0,92,730,92,92,730,730,92.0,730.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,sleek 1 bedroom apartment near ion orchard,bright one bedroom space ideal accommodation individual travelers coming business simply relocating within 5 minutes ion orchard mall making attractive location also plenty facilities disposal make stay feel complete read find,orchard road singapore ’ retail heart discount outlets department stores upscale boutiques alongside luxury hotels emerald hill road mix colorful chinese baroque houses casual pubs al fresco bars eateries found along nearby cuppage terrace newton food centre popular foodie hub offering everything barbecued seafood roasted meats traditional desserts
1005589427053270435,542352890,Kallang,Central Region,1.3109261,103.8618136,3,1,1.0,1,1,"[""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Wifi""]",80.0,1,365,1,1,365,365,1.0,365.0,20,20,0,2023-11-26,2024-07-17,4.1,4.2,4.05,4.45,4.3,4.45,3.7,1,1.96,single hotel room near lavender mrt,enjoy easy access popular shops restaurants charming place stay,
1006417892442245205,542689337,Downtown Core,Central Region,1.3009146307353243,103.8557714521098,1,6,2.0,3,2,"[""TV"", ""Dedicated workspace"", ""First aid kit"", ""Fire extinguisher"", ""Air conditioning"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""Wifi""]",1288.0,6,30,6,6,30,30,6.0,30.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,bugis street three bedroom penthouse serviced apt,one kind luxury penthouse heritage buildingbr enjoy wide spaces large french windows top class service,set eclectic civic cultural district property 23 min walk bugis mrt station art lane lane back building recommended walking trail bugis street colour spiral staircases picture moment anytime
1007193960238063590,47455298,Queenstown,Central Region,1.2913025602712187,103.80736224353312,1,4,2.0,2,2,"[""TV"", ""Dedicated workspace"", ""Dining table"", ""Pool"", ""Pets allowed"", ""Drying rack for clothing"", ""Air conditioning"", ""Hot water"", ""Dryer \u2013\u00a0In unit"", ""Washer"", ""Kitchen"", ""Paid parking on premises"", ""Microwave"", ""Wifi""]",176.0,92,365,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,modern duplex penthouse near mrt,gorgeous 2 bedroom newly renovated duplex massive terrace right next mrt near city,
1007463266235891109,69005937,Geylang,Central Region,1.315801550709691,103.88574007898568,1,2,1.5,1,1,"[""Bed linens"", ""Private entrance"", ""Dedicated workspace"", ""JapanKoreaChina refrigerator"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Microwave"", ""Hot water kettle"", ""Housekeeping - available at extra cost"", ""Host greets you"", ""Induction stove"", ""Dining table"", ""Long term stays allowed"", ""Clothing storage: closet and wardrobe"", ""Books and reading material"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Ceiling fan"", ""Washer"", ""Kitchen"", ""Iron""]",117.0,92,365,92,92,365,365,92.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,apartmentbedroomstudieskitchen,minimum stay 92 days br 3000 security deposit require br discount avaliable 4 12 months staybr pet smoking strictly allowedbr room might need clean us week 15 minutes br abr additional item might availablebr please advise needs best thanksbr br whole group enjoy easy access everything centrally located placeitem,
