host_id,host_since,host_location,host_about_tokens,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
1529439,2011-12-23,Singapore,architect dancer social entrepreneuer startup creator love dancing salsa zouk bachata chacha tango hip hop jazz contemporary travelling photography meeting new people cultures believe taking action empower people realise dreams try set example realising mine,1,100,100,2,Bedok,4,4,"['email', 'phone', 'work_email']",1,1,unknown,4,0,4,0
1529439,2011-12-23,Singapore,architect dancer social entrepreneuer startup creator love dancing salsa zouk bachata chacha tango hip hop jazz contemporary travelling photography meeting new people cultures believe taking action empower people realise dreams try set example realising mine,1,100,100,2,Bedok,4,4,"['email', 'phone', 'work_email']",1,1,unknown,4,0,4,0
525207877,2023-07-12,unknown,,1,98,99,1,Downtown Core,5,5,"['email', 'phone']",1,1,S0561,5,0,5,0
525207877,2023-07-12,unknown,,1,98,99,1,Downtown Core,5,5,"['email', 'phone']",1,1,S0561,5,0,5,0
525207877,2023-07-12,unknown,,1,98,99,1,Downtown Core,5,5,"['email', 'phone']",1,1,S0561,5,0,5,0
525207877,2023-07-12,unknown,,1,98,99,1,Downtown Core,5,5,"['email', 'phone']",1,1,S0561,5,0,5,0
525207877,2023-07-12,unknown,,1,98,99,1,Downtown Core,5,5,"['email', 'phone']",1,1,S0561,5,0,5,0
525385805,2023-07-13,unknown,,1,100,100,2,Downtown Core,2,2,"['email', 'phone']",1,1,S0561,2,0,2,0
525385805,2023-07-13,unknown,,1,100,100,2,Downtown Core,2,2,"['email', 'phone']",1,1,S0561,2,0,2,0
525002801,2023-07-11,unknown,hi im randell would like share withyou im foodies likes local foods also share adventure singapore places singapore place call home please free ask concern questions,4,0,0,2,Newton,1,1,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,1,0,0
61619807,2016-03-05,Singapore,,1,100,100,2,River Valley,34,53,"['email', 'phone']",1,1,Authorised Serviced Apartment,34,31,3,0
526632910,2023-07-19,unknown,,1,100,98,1,Downtown Core,2,2,"['email', 'phone']",1,1,S0561,2,0,2,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,S0554,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
292133113,2019-09-05,unknown,,1,100,100,2,Arab Street,48,48,"['email', 'phone']",1,1,S0430,17,0,10,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
29032695,2015-03-09,France,love exploring planet learning different cultures discovering new places gave finance career pursue lifelong dream travel world full time support rent apartment airbnb great experience countless varieties street food plentiful late night philosophical discussions travelers enjoy meeting people different parts world look forward connecting host traveler best make stay comfortable possible good guest depending role,3,76,76,2,Marine Parade,21,139,"['email', 'phone']",1,1,Authorised Serviced Apartment,21,13,8,0
29032695,2015-03-09,France,love exploring planet learning different cultures discovering new places gave finance career pursue lifelong dream travel world full time support rent apartment airbnb great experience countless varieties street food plentiful late night philosophical discussions travelers enjoy meeting people different parts world look forward connecting host traveler best make stay comfortable possible good guest depending role,3,76,76,2,Marine Parade,21,139,"['email', 'phone']",1,1,Authorised Serviced Apartment,21,13,8,0
29032695,2015-03-09,France,love exploring planet learning different cultures discovering new places gave finance career pursue lifelong dream travel world full time support rent apartment airbnb great experience countless varieties street food plentiful late night philosophical discussions travelers enjoy meeting people different parts world look forward connecting host traveler best make stay comfortable possible good guest depending role,3,76,76,2,Marine Parade,21,139,"['email', 'phone']",1,1,Authorised Serviced Apartment,21,13,8,0
29032695,2015-03-09,France,love exploring planet learning different cultures discovering new places gave finance career pursue lifelong dream travel world full time support rent apartment airbnb great experience countless varieties street food plentiful late night philosophical discussions travelers enjoy meeting people different parts world look forward connecting host traveler best make stay comfortable possible good guest depending role,3,76,76,2,Marine Parade,21,139,"['email', 'phone']",1,1,Authorised Serviced Apartment,21,13,8,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
15067769,2014-05-04,Singapore,fun frenchman finance fine art fitness,2,100,0,2,River Valley,2,2,"['email', 'phone', 'work_email']",1,1,unknown,2,0,2,0
528137608,2023-07-26,Singapore,,3,80,82,2,Singapore River,2,2,"['email', 'phone']",2,1,Authorised Serviced Apartment,2,2,0,0
528168810,2023-07-27,unknown,,1,100,100,1,Marine Parade,5,9,"['email', 'phone']",1,1,Authorised Serviced Apartment,4,1,3,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
87663129,2016-08-03,Singapore,,0,0,0,2,Bukit Batok,1,2,"['email', 'phone']",1,1,unknown,1,1,0,0
528593374,2023-07-29,unknown,,1,100,99,2,Kallang,4,5,"['email', 'phone']",1,1,S0283,4,0,0,4
528593374,2023-07-29,unknown,,1,100,99,2,Kallang,4,5,"['email', 'phone']",1,1,S0283,4,0,0,4
528593374,2023-07-29,unknown,,1,100,99,2,Kallang,4,5,"['email', 'phone']",1,1,S0283,4,0,0,4
528593374,2023-07-29,unknown,,1,100,99,2,Kallang,4,5,"['email', 'phone']",1,1,S0283,4,0,0,4
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,S0554,115,114,1,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
2327574,2012-05-09,Singapore,,1,100,0,2,Bedok,2,9,"['email', 'phone']",1,1,unknown,2,2,0,0
528168810,2023-07-27,unknown,,1,100,100,1,Marine Parade,5,9,"['email', 'phone']",1,1,Authorised Serviced Apartment,4,1,3,0
300765938,2019-10-07,"Paris, France",xacco make easy young international students working professionals find homes across paris singapore built trusted network authentic landlords amazing clientele last years business team every step make apartment search experience full comfort ease trust,3,88,62,2,Clementi,126,173,"['email', 'phone', 'work_email']",1,1,unknown,37,29,7,1
28427315,2015-02-26,Singapore,,0,0,0,2,Downtown Core,1,15,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,1,0,0
25375339,2014-12-30,Singapore,live short live,1,100,81,2,Bishan,10,15,"['email', 'phone']",1,1,S8642,10,1,9,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
87411537,2016-08-02,Singapore,,1,97,100,2,Downtown Core,13,30,"['email', 'phone', 'work_email']",1,1,S0555,13,0,9,4
87411537,2016-08-02,Singapore,,1,97,100,2,Downtown Core,13,30,"['email', 'phone', 'work_email']",1,1,S0555,13,0,9,4
87411537,2016-08-02,Singapore,,1,97,100,2,Downtown Core,13,30,"['email', 'phone', 'work_email']",1,1,S0555,13,0,9,4
87411537,2016-08-02,Singapore,,1,97,100,2,Downtown Core,13,30,"['email', 'phone', 'work_email']",1,1,S0555,13,0,9,4
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
535448492,2023-09-04,unknown,,3,100,0,2,Geylang,1,1,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,0,1,0
535571417,2023-09-05,unknown,,0,0,0,2,Novena,1,1,"['email', 'phone']",1,1,unknown,1,1,0,0
300765938,2019-10-07,"Paris, France",xacco make easy young international students working professionals find homes across paris singapore built trusted network authentic landlords amazing clientele last years business team every step make apartment search experience full comfort ease trust,3,88,62,2,Clementi,126,173,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,37,29,7,1
50158481,2015-11-29,Singapore,,1,100,96,1,Kallang,6,17,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,6,0,0,6
50158481,2015-11-29,Singapore,,1,100,96,1,Kallang,6,17,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,6,0,0,6
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,unknown,115,114,1,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
537036416,2023-09-13,unknown,,1,99,99,1,Outram,5,5,"['email', 'phone']",1,1,S0549,5,0,1,4
107599478,2016-12-17,Singapore,,4,30,22,2,Rochor,2,3,"['email', 'phone']",1,1,unknown,2,0,2,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
528137608,2023-07-26,Singapore,,3,80,82,2,Singapore River,2,2,"['email', 'phone']",2,1,Authorised Serviced Apartment,2,2,0,0
537036416,2023-09-13,unknown,,1,99,99,1,Outram,5,5,"['email', 'phone']",1,1,S0549,5,0,1,4
300765938,2019-10-07,"Paris, France",xacco make easy young international students working professionals find homes across paris singapore built trusted network authentic landlords amazing clientele last years business team every step make apartment search experience full comfort ease trust,3,88,62,2,Clementi,126,173,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,37,29,7,1
537036416,2023-09-13,unknown,,1,99,99,1,Outram,5,5,"['email', 'phone']",1,1,S0549,5,0,1,4
537036416,2023-09-13,unknown,,1,99,99,1,Outram,5,5,"['email', 'phone']",1,1,S0549,5,0,1,4
537036416,2023-09-13,unknown,,1,99,99,1,Outram,5,5,"['email', 'phone']",1,1,S0549,5,0,1,4
170566943,2018-01-29,Singapore,friendly person,2,100,63,2,Singapore River,4,5,"['email', 'phone']",1,1,Authorised Serviced Apartment,4,4,0,0
170566943,2018-01-29,Singapore,friendly person,2,100,63,2,Singapore River,4,5,"['email', 'phone']",1,1,Authorised Serviced Apartment,4,4,0,0
52593645,2015-12-28,Singapore,,0,0,0,2,Bukit Batok,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
528203435,2023-07-27,Singapore,,2,93,80,2,Choa Chu Kang,2,2,['phone'],1,1,Authorised Serviced Apartment,2,0,2,0
109109887,2016-12-30,"Gurugram, India",,4,10,0,2,Tanglin,1,1,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,0,1,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
509080216,2023-04-08,unknown,harmonising ‘ hospitality ’ ‘ homes ’ hovoh provides serviced accommodation independent selfsustainable complete next generation travellers explorers,1,98,100,1,Rochor,30,30,"['email', 'phone']",1,1,Authorised Serviced Apartment,30,29,1,0
509080216,2023-04-08,unknown,harmonising ‘ hospitality ’ ‘ homes ’ hovoh provides serviced accommodation independent selfsustainable complete next generation travellers explorers,1,98,100,1,Rochor,30,30,"['email', 'phone']",1,1,Authorised Serviced Apartment,30,29,1,0
509080216,2023-04-08,unknown,harmonising ‘ hospitality ’ ‘ homes ’ hovoh provides serviced accommodation independent selfsustainable complete next generation travellers explorers,1,98,100,1,Rochor,30,30,"['email', 'phone']",1,1,Authorised Serviced Apartment,30,29,1,0
535899829,2023-09-06,unknown,,1,100,100,2,Kallang,4,4,"['email', 'phone']",1,1,S0218,4,0,4,0
518110820,2023-06-03,unknown,,0,0,0,2,Toa Payoh,3,4,['phone'],1,1,unknown,2,0,2,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
181666720,2018-03-31,Singapore,general manager aurealis serviced residence marina bay singapore high expectations provide best service stay experience longstay guests,2,100,0,2,Downtown Core,9,11,"['email', 'phone', 'work_email']",1,1,unknown,4,0,4,0
535251741,2023-09-03,unknown,,2,100,0,2,Bishan,6,7,['phone'],1,1,Authorised Serviced Apartment,1,0,1,0
300765938,2019-10-07,"Paris, France",xacco make easy young international students working professionals find homes across paris singapore built trusted network authentic landlords amazing clientele last years business team every step make apartment search experience full comfort ease trust,3,88,62,2,Clementi,126,173,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,37,29,7,1
29574073,2015-03-18,Singapore,,1,100,0,2,Toa Payoh,2,2,['phone'],1,1,unknown,2,2,0,0
61619807,2016-03-05,Singapore,,1,100,100,2,River Valley,34,53,"['email', 'phone']",1,1,Authorised Serviced Apartment,34,31,3,0
10248444,2013-11-25,Singapore,hi,1,100,100,2,River Valley,36,86,"['email', 'phone']",1,1,Authorised Serviced Apartment,36,32,4,0
181666720,2018-03-31,Singapore,general manager aurealis serviced residence marina bay singapore high expectations provide best service stay experience longstay guests,2,100,0,2,Downtown Core,9,11,"['email', 'phone', 'work_email']",1,1,unknown,4,0,4,0
11135246,2014-01-08,Singapore,foodie globetrotter wannabe overseas work sometimes please help take good care home,1,100,86,2,Ang Mo Kio,1,3,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,0,1,0
121666882,2017-03-20,Singapore,love photography videography food always adventure,3,100,83,2,Downtown Core,3,5,"['email', 'phone']",1,1,Authorised Serviced Apartment,3,2,1,0
121666882,2017-03-20,Singapore,love photography videography food always adventure,3,100,83,2,Downtown Core,3,5,"['email', 'phone']",1,1,Authorised Serviced Apartment,3,2,1,0
25375339,2014-12-30,Singapore,live short live,1,100,81,2,Bishan,10,15,"['email', 'phone']",1,1,S3989,10,1,9,0
124516401,2017-04-06,Singapore,sg clean certified premises conveniently located singapore ’ bustling orchard road orchard point serviced apartments relax unwind spacious fullyfurnished comfort,1,100,100,2,Orchard,8,8,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,8,8,0,0
124516401,2017-04-06,Singapore,sg clean certified premises conveniently located singapore ’ bustling orchard road orchard point serviced apartments relax unwind spacious fullyfurnished comfort,1,100,100,2,Orchard,8,8,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,8,8,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
542352890,2023-10-18,"Singapore, South Africa",welcome hotel snow lavender singapore,1,100,99,2,Kallang,2,3,"['email', 'phone']",1,1,S0508,2,0,2,0
542689337,2023-10-20,unknown,harmonising ‘ hospitality ’ ‘ homes ’ hovoh provides serviced accommodation independent selfsustainable complete next generation travellers explorers,3,70,50,2,Rochor,17,18,"['email', 'phone', 'work_email']",2,1,Authorised Serviced Apartment,17,17,0,0
47455298,2015-10-26,Singapore,hi travels like taking road less travelled finding feels like live like local truly believe travel power tear walls ignorance instead build bridges friendships,0,0,50,2,Queenstown,1,2,"['email', 'phone', 'work_email']",1,1,unknown,1,1,0,0
69005937,2016-04-26,Singapore,,0,0,0,2,Geylang,3,3,"['email', 'phone']",1,1,unknown,2,1,1,0
23874147,2014-11-17,Singapore,,1,100,100,2,Woodlands,3,3,"['email', 'phone', 'work_email']",1,1,unknown,3,0,3,0
109333133,2017-01-01,Singapore,,1,100,100,2,River Valley,35,72,"['email', 'phone']",1,2,Authorised Serviced Apartment,35,31,4,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
326768801,2020-01-12,unknown,,3,60,26,2,Hougang,1,2,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,0,1,0
535899829,2023-09-06,unknown,,1,100,100,2,Kallang,4,4,"['email', 'phone']",1,1,S0218,4,0,4,0
1439258,2011-11-24,Singapore,k2 guesthouse designed guests want truly local experience local people experience eating local food local home away home love meeting new people exchanging cultures food language spending time evening work relax glass wine beer weather becomes unbearable read reviews get ask guest book get know heaps great friends across globe also finally airbnb host since 2011 obtained hotel license legally operate singapore short term stays would like take opportunity appreciate faithful long term guests stayed support us years please come back experience new k2 guesthouse south buona vista wed love us k2 guesthouse kay,1,100,99,2,Bukit Merah,51,77,"['email', 'phone']",1,1,S0399,51,0,51,0
1439258,2011-11-24,Singapore,k2 guesthouse designed guests want truly local experience local people experience eating local food local home away home love meeting new people exchanging cultures food language spending time evening work relax glass wine beer weather becomes unbearable read reviews get ask guest book get know heaps great friends across globe also finally airbnb host since 2011 obtained hotel license legally operate singapore short term stays would like take opportunity appreciate faithful long term guests stayed support us years please come back experience new k2 guesthouse south buona vista wed love us k2 guesthouse kay,1,100,99,2,Bukit Merah,51,77,"['email', 'phone']",1,1,S0399,51,0,51,0
70457435,2016-05-05,Singapore,im way,0,0,0,2,Tanglin,1,1,"['email', 'phone']",1,1,unknown,1,1,0,0
543922318,2023-10-29,unknown,,4,0,2,2,Rochor,2,3,['phone'],1,1,unknown,2,0,2,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
238891646,2019-01-25,"Uttar Pradesh, India",hospitality since long assure best services guest available times,1,100,60,1,Queenstown,115,117,"['email', 'phone']",1,1,Authorised Serviced Apartment,115,114,1,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
10736359,2013-12-20,unknown,,2,90,33,2,Bukit Batok,1,1,"['email', 'phone']",2,1,unknown,1,0,1,0
535899829,2023-09-06,unknown,,1,100,100,2,Kallang,4,4,"['email', 'phone']",1,1,S0562,4,0,4,0
38934778,2015-07-19,Singapore,im working professional consultant trainer arts music,3,100,0,2,Bishan,4,4,"['email', 'phone']",1,1,unknown,2,0,2,0
507286696,2023-03-27,Singapore,,3,100,50,2,Jurong West,3,3,['phone'],1,1,unknown,3,0,3,0
507286696,2023-03-27,Singapore,,3,100,50,2,Jurong West,3,3,['phone'],1,1,unknown,3,0,3,0
225641992,2018-11-13,Singapore,,2,100,100,1,Orchard,6,6,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,6,6,0,0
546766957,2023-11-16,unknown,,0,0,100,2,Clementi,1,1,"['email', 'phone']",2,1,unknown,1,0,1,0
7636297,2013-07-21,Singapore,,0,0,0,2,Queenstown,1,2,"['email', 'phone']",1,1,unknown,1,1,0,0
111265991,2017-01-13,unknown,,2,100,0,2,unknown,1,1,"['email', 'phone']",2,1,Authorised Serviced Apartment,1,1,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
3989090,2012-10-27,Singapore,always seems impossible ’ done,0,0,0,2,Clementi,3,3,"['email', 'phone', 'work_email']",1,1,unknown,3,0,3,0
3989090,2012-10-27,Singapore,always seems impossible ’ done,0,0,0,2,Clementi,3,3,"['email', 'phone', 'work_email']",1,1,unknown,3,0,3,0
252091822,2019-03-30,Singapore,hello great meet couple currently living singapore two daughters studying fluent english chinese ever glad give tips get around singapore feel free question us anytime,4,33,29,2,Jurong West,5,6,"['email', 'phone']",1,1,Authorised Serviced Apartment,5,0,5,0
337647595,2020-02-20,unknown,,2,100,99,1,Novena,9,27,"['email', 'phone']",1,1,Authorised Serviced Apartment,9,9,0,0
65541338,2016-04-03,Singapore,looking responsible long term tenants enjoys peace tranquility occasionally share experiences drink meal,0,0,0,2,Rochor,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,S0554,20,11,9,0
300765938,2019-10-07,"Paris, France",xacco make easy young international students working professionals find homes across paris singapore built trusted network authentic landlords amazing clientele last years business team every step make apartment search experience full comfort ease trust,3,88,62,2,Clementi,126,173,"['email', 'phone', 'work_email']",1,1,unknown,37,29,7,1
2689780,2012-06-20,"Sydney, Australia",sap freelance consultant living sydney project globally,0,0,0,2,Singapore River,1,6,"['email', 'phone']",1,1,unknown,1,1,0,0
549099499,2023-12-02,unknown,,0,0,0,2,Downtown Core,1,1,['phone'],2,1,unknown,1,1,0,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
461973800,2022-06-01,unknown,experience home stay traveled europe left deep impression hosts nice helped enjoy local cultural greatly hope good host guests comfort convenience top priority love traveling 40 countries eg israel armenia cyprus london china philippines etc hope see soon,1,100,100,1,Bedok,8,8,"['email', 'phone']",1,1,unknown,5,5,0,0
61619807,2016-03-05,Singapore,,1,100,100,2,River Valley,34,53,"['email', 'phone']",1,1,Authorised Serviced Apartment,34,31,3,0
61619807,2016-03-05,Singapore,,1,100,100,2,River Valley,34,53,"['email', 'phone']",1,1,Authorised Serviced Apartment,34,31,3,0
46685310,2015-10-16,Singapore,hi,1,100,100,2,River Valley,31,67,"['email', 'phone']",1,1,Authorised Serviced Apartment,31,25,6,0
61619807,2016-03-05,Singapore,,1,100,100,2,River Valley,34,53,"['email', 'phone']",1,1,Authorised Serviced Apartment,34,31,3,0
391897693,2021-03-10,"Toorak, Australia",hi first airbnb love entertaining making new friends hope able provide temporary home singapore,2,100,100,2,Bukit Batok,1,2,"['email', 'phone', 'work_email']",1,1,unknown,1,0,0,1
476141790,2022-08-21,unknown,,1,100,81,2,Novena,3,5,"['email', 'phone']",1,1,Authorised Serviced Apartment,3,0,3,0
33399249,2015-05-14,Singapore,,0,0,0,2,Pasir Ris,4,5,['phone'],1,1,Authorised Serviced Apartment,4,1,3,0
33399249,2015-05-14,Singapore,,0,0,0,2,Pasir Ris,4,5,['phone'],1,1,Authorised Serviced Apartment,4,1,3,0
33399249,2015-05-14,Singapore,,0,0,0,2,Pasir Ris,4,5,['phone'],1,1,Authorised Serviced Apartment,4,1,3,0
33399249,2015-05-14,Singapore,,0,0,0,2,Pasir Ris,4,5,['phone'],1,1,Authorised Serviced Apartment,4,1,3,0
10248444,2013-11-25,Singapore,hi,1,100,100,2,River Valley,36,86,"['email', 'phone']",1,1,Authorised Serviced Apartment,36,32,4,0
107599478,2016-12-17,Singapore,,4,30,22,2,Rochor,2,3,"['email', 'phone']",1,1,Authorised Serviced Apartment,2,0,2,0
551176650,2023-12-15,unknown,,3,70,100,2,Serangoon,2,2,"['email', 'phone']",2,1,Authorised Serviced Apartment,2,0,2,0
551640139,2023-12-19,Singapore,,1,100,100,2,Downtown Core,3,3,['phone'],1,1,Authorised Serviced Apartment,3,3,0,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,S0554,20,11,9,0
101145755,2016-10-24,Singapore,,3,50,65,2,Bukit Merah,20,84,['phone'],1,1,S0554,20,11,9,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
